Sale Code,Activity,1st Brand,2nd Brand,3rd Brand,Average Product Price,Brand Count
ZMFZ3,Lacrosse,Under Armour,Alleson,Cascade,3074,5
ZMFY8,Volleyball,Port & Company,Port Authority,Gildan,2156,5
ZMFU7,Lacrosse,Russell Athletic,Sport-Tek,Augusta,2325,3
ZMFTV,Spirit Wear,Badger,Pacific Headwear,Gildan,2512,4
ZMFQT,Football,Badger,Holloway,Rawlings,2184,6
ZMFE9,Volleyball,Augusta,Boxercraft,Tandem Sport,3360,4
ZMFD8,Basketball,Pennant Sportswear,Holloway,Gildan,3224,3
ZMF5F,Spirit Wear,Sport-Tek,Pennant Sportswear,Gildan,1955,5
ZMF4R,Medical,Port Authority,Sport-Tek,Cherokee,2980,5
ZMF4A,Other,Nike,Under Armour,AlphaBroder,4136,9
ZMEYE,Rugby,Nike,Holloway,Under Armour,4042,4
ZMEXD,Basketball,Under Armour,Gildan,Port & Company,4643,5
ZMEWR,Soccer,Pennant Sportswear,Pacific Headwear,Under Armour,2088,5
ZMEHU,Hockey,Sport-Tek,Gildan,New Era,3233,8
ZMEC6,Lacrosse,Gildan,Union Made,Dynamic,1984,4
ZMEBE,Spirit Wear,adidas,Gildan,Pacific Headwear,2782,5
ZME97,Spirit Wear,Sport-Tek,Boxercraft,Port Authority,2756,5
ZMDAZ,School,Pacific Headwear,Tie Dye,Badger,1664,7
ZMD22,Wrestling,Russell Athletic,Port & Company,Badger,1728,7
ZMBEP,Softball,Gildan,Sport-Tek,Port Authority,1,3
ZMBAF,Hockey,Bauer,Sport-Tek,Gildan,4114,12
ZMAUC,Wrestling,Gildan,Badger,Augusta,2144,6
ZMA2D,Soccer,Gildan,Augusta,Pennant Sportswear,2083,5
ZM9NG,Baseball,Gildan,Badger,Badger,1785,8
ZM9JM,Spirit Wear,Gildan,SanMar,Holloway,2462,9
ZM9A6,Soccer,Nike,New Era,Gildan,2917,5
ZM95Q,Track & Field,Badger,Port & Company,Port & Company,1754,6
ZM8VP,Other,Sport-Tek,S&S,Nike,4150,9
ZM89Y,Medical,Under Armour,Port Authority,Holloway,3207,5
ZM88B,Field Hockey,Augusta,Nike,Gildan,2012,5
ZM855,Softball,Hanes,Holloway,adidas,1876,4
ZM7WE,Apparel,Holloway,Gildan,Under Armour,2916,3
ZM7RA,Basketball,Gildan,Sport-Tek,Hype,2066,5
ZM7PF,Staff,Tri-Mountain,Port Authority,Tri-Mountain,2504,3
ZM79Q,Basketball,Port & Company,Holloway,Sport-Tek,1932,5
ZM76Q,Corporate,--,Port Authority,Van Heusen,2855,9
ZM73H,Lacrosse,Holloway,Badger,District Made,2472,8
ZM6TH,Other,Team 365,Augusta,Gildan,2183,3
ZM6SF,Baseball,Gildan,Badger,Action Athletics,1633,5
ZM6K4,Volleyball,Sport-Tek,Gildan,A4,1410,3
ZM5X5,Football,Nike,Under Armour,Pacific Headwear,3341,3
ZM5UJ,Softball,Under Armour,Gildan,Augusta,2255,7
ZM5PT,Staff,Port Authority,Badger,Sport-Tek,2707,5
ZM5DQ,Lacrosse,Nike,Augusta,Badger,2797,5
ZM5CU,Lacrosse,Sport-Tek,Under Armour,Alleson,1732,4
ZM57C,Cross Country,Holloway,Gildan,Under Armour,3172,3
ZM4XK,Volleyball,Sport-Tek,Sport-Tek,Under Armour,2899,3
ZM4WE,Other,Bella + Canvas,Comfort Colors,Boxercraft,2602,8
ZM4WC,Baseball,Augusta,Under Armour,Alleson,3423,5
ZM4SQ,Volleyball,adidas,Port Authority,Gildan,2741,5
ZM4P2,Gymnastics,Gildan,adidas,Pennant Sportswear,3994,3
ZM4N3,Cross Country,Port & Company,New Era,adidas,1200,3
ZM4KY,Softball,Sport-Tek,Holloway,Badger,3245,5
ZM3UM,Softball,3M | Green13,Port & Company,New Era,1492,7
ZM3GJ,Apparel,New Era,Sport-Tek,District Made,4152,9
ZM3D5,Track & Field,Augusta,Badger,Holloway,2167,5
ZM376,Lacrosse,Sport-Tek,District Made,Badger,2357,5
ZM367,Track & Field,Holloway,Augusta,adidas,3833,5
ZM35A,Swimming,Sport-Tek,Gildan,Boxercraft,2743,4
ZM348,Football,Denver Athletic,Stadium Chair Co.,Holloway,1895,7
ZM328,Other,District Made,Bella + Canvas,Port & Company,2062,10
ZM2GN,Baseball,Under Armour,Sport-Tek,Twin City,1856,9
ZM2EU,Baseball,adidas,Holloway,Rawlings,3105,4
ZM284,Wrestling,Gildan,Sport-Tek,District Made,2202,6
ZM24M,Booster Club,Gildan,District Made,Holloway,1974,12
ZKZVG,Corporate,Tie Dye,Gildan,Badger,2163,5
ZKZFB,Baseball,Holloway,Under Armour,adidas,2156,3
ZKZCT,Baseball,Majestic,Nike,Rawlings,2944,5
ZKXUF,Softball,Port & Company,Gildan,Sport-Tek,1336,3
ZKXKN,Basketball,Russell Athletic,Badger,adidas,2077,3
ZKXG9,Volleyball,Port & Company,Team 365,Sport-Tek,1746,5
ZKXDF,Swimming,adidas,Pennant Sportswear,Holloway,2584,5
ZKXBF,Golf,Holloway,Gildan,Port Authority,2320,6
ZKX5P,Softball,adidas,Badger,New Era,3149,3
ZKWZ5,Staff,Under Armour,Landaway,Port Authority,4556,3
ZKWYB,Band Music & Choir,Gildan,Gildan,BAW,2107,3
ZKWGZ,Spirit Wear,Gildan,Port & Company,Boxercraft,1335,7
ZKWBU,Softball,A4,Port & Company,Mizuno,1142,4
ZKW9F,Baseball,Gildan,Sport-Tek,Rawlings,3374,11
ZKW7Q,Track & Field,Gildan,Badger,Holloway,1412,3
ZKVJB,Hockey,Bauer,Sport-Tek,Ogio,1961,4
ZKV43,Other,Hanes,Port & Company,New Era,1830,3
ZKUEY,Other,Hanes,Sport-Tek,District Made,1880,5
ZKUEC,Volleyball,Gildan,Boxercraft,High Five,1845,7
ZKUCV,Apparel,LPP,Holloway,Augusta,1747,8
ZKUAS,Hockey,Under Armour,The Game,Sport-Tek,2872,5
ZKTWJ,Hockey,Under Armour,adidas,Gildan,3442,3
ZKTUX,Baseball,Under Armour,Sport-Tek,Port & Company,2311,3
ZKTMA,Tennis,Hanes,adidas,Holloway,2225,3
ZKT7R,Baseball,Nike,Russell Athletic,Rawlings,3077,10
ZKSPN,Lacrosse,Nike,Badger,Port Authority,2583,4
ZKSJ3,Track & Field,Russell Athletic,adidas,Holloway,2108,4
ZKSEN,Football,Twin City,A4,Under Armour,1310,4
ZKS76,Athletic Training,Sport-Tek,Sport-Tek,Sportsman,2476,5
ZKS2J,Spirit Wear,Gildan,Port & Company,Holloway,1336,4
ZKRXC,Other,Sport-Tek,Gildan,Easton,1546,5
ZKRNB,Holiday,Sport-Tek,District Made,New Era,4182,5
ZKRM5,School,Bella + Canvas,Port & Company,Sport-Tek,1324,4
ZKRH9,Lacrosse,Sport-Tek,Nike,District Made,3033,5
ZKQYK,Other,Holloway,Gildan,Under Armour,2118,8
ZKQJF,Football,Russell Athletic,Under Armour,Athletic Specialities,2295,4
ZKQCS,Soccer,Gildan,YUPOONG,Sport-Tek,2137,4
ZKQ4Z,Baseball,Russell Athletic,C2 Sports,Gildan,1526,5
ZKQ2A,Soccer,Sport-Tek,J. American,Gildan,3025,4
ZKNGE,Baseball,Alleson,Under Armour,Rawlings,3441,5
ZKNES,Baseball,Port & Company,Russell Athletic,Majestic,2028,4
ZKNBG,Spirit Wear,Russell Athletic,Holloway,Under Armour,2492,5
ZKMZU,Baseball,Under Armour,Twin City,Badger,3507,3
ZKMYX,Baseball,adidas,Badger,New Balance,2767,4
ZKMMQ,Softball,Augusta,Gildan,Holloway,2187,7
ZKMHA,Tennis,Under Armour,Nike,Port & Company,4149,3
ZKMCD,Hockey,Gildan,none,Russell Athletic,1500,3
ZKM7T,Wrestling,Gildan,Bella + Canvas,Under Armour,2175,9
ZKM6W,Booster Club,Under Armour,Port & Company,New Era,2469,6
ZKKY5,Basketball,Gildan,Gildan,Nike,1775,5
ZKKPY,Other,Sport-Tek,Augusta,Ogio,3000,7
ZKKMH,Other,Holloway,Gildan,Sportsman,2400,18
ZKKHJ,Spirit Wear,Sport-Tek,Port & Company,Badger,2538,12
ZKKCC,Other,Sport-Tek,Landaway,Port Authority,2156,5
ZKJP6,Apparel,Augusta,Port & Company,Cascade,548,11
ZKJKV,Soccer,Xara Soccer,Gildan,Sport-Tek,2013,3
ZKJC6,Lacrosse,Badger,Gildan,Holloway,3226,4
ZKJAC,Lacrosse,Under Armour,District Made,Bella + Canvas,3348,9
ZKHXZ,Golf,Holloway,Holloway,Nike,2283,4
ZKHBH,Football,Gildan,Holloway,Badger,1617,5
ZKH86,Cheer,Augusta,SOFFE,Badger,2158,3
ZKGV2,Baseball,Badger,Holloway,Pennant Sportswear,3062,4
ZKGQJ,Spirit Wear,Under Armour,Mizuno,Pacific Headwear,2571,4
ZKGKD,Soccer,Russell Athletic,Under Armour,Gildan,2315,4
ZKG74,Dance,Gildan,Holloway,Boxercraft,3086,4
ZKFPP,Baseball,Rawlings,Twin City,Badger,3305,8
ZKFJN,Apparel,Bella + Canvas,Sport-Tek,Gildan,1259,9
ZKFCK,Other,Gildan,Hanes,Sport-Tek,1141,3
ZKFBN,Hockey,Pennant Sportswear,adidas,Badger,4607,5
ZKF8S,Softball,Under Armour,Pearsox,Augusta,2912,5
ZKF6A,Softball,Badger,ChamPro,Port & Company,1683,10
ZKESD,Hockey,Under Armour,K-1,Holloway,4256,6
ZKEG6,Other,Nike,Nike,Badger,1937,6
ZKEA7,Softball,Gildan,Holloway,C2 Sports,1565,8
ZKE9V,Other,Badger,Port & Company,Badger,2033,3
ZKE96,Corporate,Port & Company,Elevate,TRIMARK,4592,4
ZKDWY,Other,Under Armour,Gildan,Holloway,2599,3
ZKDED,Staff,Port Authority,Sport-Tek,Port & Company,2807,4
ZKCV4,Baseball,Gildan,Badger,Mizuno,1025,3
ZKCUP,Basketball,Under Armour,A4,Pennant Sportswear,2867,3
ZKCQG,Spirit Wear,Gildan,Holloway,Boxercraft,1581,5
ZKC7S,Baseball,Twin City,Wilson,--,3918,7
ZKC4N,Football,Under Armour,Port & Company,Shipping,3745,7
ZKBSV,Spirit Wear,Gildan,Zing,YUPOONG,1007,4
ZKBM4,Spirit Wear,Gildan,Outdoor Cap,Holloway,1550,4
ZKAYD,Booster Club,Holloway,Badger,adidas,3972,4
ZKATQ,Corporate,Port Authority,Port & Company,Sport-Tek,2568,8
ZKANA,Softball,Gildan,Fruit of the Loom,Under Armour,1819,6
ZKAN2,Soccer,Sport-Tek,Gildan,Innovative Line,1032,5
ZKAEY,Baseball,Gildan,Sport-Tek,Port & Company,1891,5
ZKAD8,Tennis,Gildan,adidas,Gildan,2207,6
ZK9Y6,Wrestling,Gildan,Bella + Canvas,Badger,1555,3
ZK9NS,Other,Port Authority,Pennant Sportswear,Gildan,2703,6
ZK9MH,Baseball,Russell Athletic,Rawlings,Wilson,2751,7
ZK8U5,Softball,Boxercraft,Under Armour,ChamPro,2251,11
ZK89Z,Basketball,Sport-Tek,Nike,Stadium Chair Co.,1880,3
ZK7FF,Soccer,Under Armour,Gildan,Nike,3875,3
ZK768,Medical,Sport-Tek,Gildan,Port Authority,2553,9
ZK6HG,Rowing,Boathouse,Sport-Tek,Gildan,8268,3
ZK6F9,Band Music & Choir,Gildan,Sport-Tek,District Made,1488,7
ZK6DB,Softball,Sport-Tek,A4,Under Armour,1449,3
ZK5R2,Football,BAW,Gildan,Augusta,1291,5
ZK5PC,Football,Under Armour,Tag,Port & Company,3229,6
ZK5HE,Baseball,Under Armour,Majestic,Bella + Canvas,3085,5
ZK4Z2,Volleyball,Gildan,Pennant Sportswear,Augusta,1663,8
ZK4SX,Basketball,Sport-Tek,Badger,Port & Company,2871,3
ZK4N9,Baseball,Port & Company,Sport-Tek,District Made,2590,7
ZK4MC,Baseball,Sport-Tek,Port & Company,Augusta,2133,3
ZK4JZ,Volleyball,Port & Company,Augusta,Mizuno,3125,5
ZK44V,Other,Port & Company,Port Authority,Sport-Tek,1948,3
ZK425,Other,Sport-Tek,Port Authority,Gildan,3085,3
ZK3WZ,Baseball,Gildan,Augusta,Bella + Canvas,2845,10
ZK3WB,Rugby,Gildan,Sport-Tek,Badger,1776,7
ZK3JA,Spirit Wear,Badger,Holloway,District Made,2219,9
ZK3CU,Basketball,Gildan,Pennant Sportswear,A4,1944,9
ZK3BB,Wrestling,Russell Athletic,Matman,Port & Company,2226,4
ZK3A7,Volleyball,Pennant Sportswear,Port & Company,Gildan,3137,6
ZK38E,Cheer,District Made,SOFFE,SOFFE,2393,6
ZK2GP,Basketball,Russell Athletic,Bodek,Holloway,2275,5
ZK29Z,Track & Field,Gildan,Holloway,Augusta,1812,8
ZK29R,Soccer,Augusta,adidas,High Five,3407,6
ZK27A,Wrestling,adidas,Port & Company,Gildan,3349,3
ZK239,Football,Nike,District Made,Augusta,2608,4
ZK22U,Basketball,Gildan,Alleson,Badger,1463,8
ZJZX4,Tennis,Gildan,Outdoor Cap,Bella + Canvas,1793,4
ZJZUP,Corporate,Port Authority,BAW,Port & Company,3161,8
ZJZ5Q,Swimming,Gildan,Bella + Canvas,Nike,1352,3
ZJYXE,Football,Badger,Russell Athletic,Gildan,1833,7
ZJYMA,Apparel,Sport-Tek,Gildan,Bella + Canvas,2599,3
ZJYKA,Baseball,ChamPro,A4,Bella + Canvas,2187,7
ZJYD4,Football,Nike,Badger,Adams,2456,3
ZJXY7,Booster Club,Under Armour,Under Armour,Alleson,2721,4
ZJXY3,Baseball,KL Kreations,Bella + Canvas,KL Kreations,2571,4
ZJXTQ,Swimming,Port & Company,Augusta,Gildan,2359,4
ZJXNC,Soccer,Under Armour,Badger,Pennant Sportswear,3107,5
ZJXDR,Baseball,adidas,Gildan,Augusta,2898,6
ZJX8F,Other,Sport-Tek,Under Armour,Russell Athletic,2807,5
ZJX7T,Baseball,Tultex,Holloway,Badger,2166,17
ZJWZ9,Softball,Port & Company,Pacific Headwear,Pacific Headwear,1263,4
ZJWXT,Lacrosse,ChamPro,Badger,Under Armour,2737,8
ZJWUZ,Baseball,adidas,Badger,The Game,2597,4
ZJWQN,Booster Club,S&S,Badger,Ogio,3367,3
ZJWQ3,Softball,A4,Bella + Canvas,ChamPro,2595,7
ZJWNG,Softball,Twin City,Athletic Specialities,ChamPro,532,5
ZJWBR,Lacrosse,Nike,Holloway,Vitronic,3755,3
ZJW7D,Camp,Gildan,Hit Promo,Comfort Colors,509,8
ZJW6Z,Hockey,Bauer,Port Authority,Gildan,3708,7
ZJW4G,Hockey,Gildan,Russell Athletic,New Era,3579,6
ZJV7X,Basketball,ChamPro,Gildan,Augusta,2664,5
ZJV5U,School,Gildan,Bella + Canvas,Sport-Tek,1977,5
ZJUH8,Volleyball,Pennant Sportswear,Holloway,Hanes,1842,7
ZJUFY,Other,Sport-Tek,Rawlings,Wilson,2453,3
ZJU6G,Softball,Badger,Badger,Gildan,1313,4
ZJTZ7,Volleyball,Under Armour,Port & Company,BAW,2581,4
ZJTSS,Softball,Gildan,Independent Trading Co.,Independent Trading Co.,1910,4
ZJTNU,Football,Augusta,Badger,Pennant Sportswear,2508,7
ZJTK6,Softball,Sport-Tek,Pacific Headwear,New Era,3332,9
ZJT92,Other,District Made,Transfer Express,Independent Trading Co.,2834,8
ZJT5B,Greek,Nike,Comfort Colors,Badger,2585,5
ZJT44,Football,District Made,Badger,Sport-Tek,1642,4
ZJSQG,Football,Tag,Under Armour,Mueller,1333,4
ZJSCP,Basketball,Gildan,Nike,Bella + Canvas,2049,8
ZJS85,Apparel,Gildan,Port Authority,New Era,1526,7
ZJS2A,Baseball,AlphaBroder,Augusta,Mizuno,2253,9
ZJRXX,Basketball,Under Armour,Gildan,Badger,2121,3
ZJR7K,Soccer,Holloway,Holloway,Badger,1952,4
ZJR6G,Other,Augusta,ChamPro,Rawlings,2400,10
ZJR5C,Baseball,Pennant Sportswear,Team 365,Holloway,2997,9
ZJQXN,Swimming,Pennant Sportswear,Augusta,Under Armour,2247,9
ZJQU2,Football,Gildan,District Made,Port Authority,1713,5
ZJQGP,Other,Holloway,Russell Athletic,Cheers Sports,2083,7
ZJQ5V,Wrestling,Under Armour,Cliff-Keen,Russell Athletic,3260,5
ZJQ4P,Apparel,District Made,Bella + Canvas,none,1235,4
ZJPN9,Bowling,Sport-Tek,Port Authority,Port & Company,3139,4
ZJPFK,Softball,Sport-Tek,Gildan,Boxercraft,3086,8
ZJP8M,Softball,Twin City,Sport-Tek,adidas,1898,4
ZJP2K,Other,Sport-Tek,Eddie Bauer,Port & Company,3603,18
ZJNWC,Softball,adidas,Gildan,Soyad,2563,6
ZJNP3,Softball,Gildan,Bella + Canvas,Bella + Canvas,1040,3
ZJNMR,Spirit Wear,Port & Company,Sport-Tek,Premium,2130,7
ZJNFH,Lacrosse,Under Armour,Pearsox,Badger,3711,6
ZJN7S,Basketball,Gildan,Pennant Sportswear,Under Armour,2572,10
ZJN7A,School,Russell Athletic,Under Armour,Badger,2424,13
ZJN5R,Softball,Nike,Gildan,The Game,2657,4
ZJN42,Softball,Holloway,Port & Company,Boxercraft,2066,7
ZJMWA,Basketball,adidas,Badger,Augusta,2650,7
ZJMA3,Other,Hanes,Gildan,UltraClub,1819,4
ZJM9R,Softball,Sport-Tek,Twin City,Under Armour,2011,6
ZJM9B,Swimming,adidas,Gildan,District Made,3891,8
ZJKTT,Football,Under Armour,Port & Company,Pacific Headwear,2087,3
ZJKTK,Field Hockey,adidas,Gildan,Augusta,2449,5
ZJKS8,Swimming,adidas,Gildan,Badger,2677,5
ZJKNT,Wrestling,Sport-Tek,adidas,Cliff-Keen,2697,4
ZJKCR,Baseball,Badger,Port & Company,Rawlings,2288,5
ZJK3R,Other,Port & Company,Sport-Tek,Port Authority,2052,4
ZJJZN,Basketball,High Five,Bella + Canvas,Gildan,1719,8
ZJJX9,Volleyball,Game Day,Gildan,Under Armour,3508,6
ZJJU9,PE,Gildan,Russell Athletic,Port & Company,925,6
ZJJCW,Hockey,Sport-Tek,Independent Trading Co.,Under Armour,1692,5
ZJJAE,Lacrosse,Sport-Tek,Port & Company,District Made,2294,5
ZJH43,Hockey,Sport-Tek,Pacific Headwear,One Stop,2502,5
ZJGZF,Lacrosse,Under Armour,Maverick,Cascade,4017,3
ZJGCV,Corporate,Team 365,TRIMARK,Gildan,2516,5
ZJFSW,Fundraiser,Gildan,Bella + Canvas,Sport-Tek,1417,6
ZJFQ6,Corporate,Port & Company,Port Authority,Hanes,2796,3
ZJFDU,Basketball,Under Armour,Russell Athletic,Sport-Tek,2267,3
ZJF5H,Baseball,C2 Sports,Sport-Tek,Port & Company,1627,6
ZJEWU,Hockey,Holloway,Bauer,Pennant Sportswear,2810,5
ZJES5,Volleyball,Bella + Canvas,Under Armour,Gildan,2006,3
ZJEQY,Other,Port & Company,Port & Company,Sport-Tek,2362,4
ZJEND,Baseball,Sport-Tek,Gildan,Russell Athletic,1917,8
ZJEJE,Softball,Gildan,adidas,Badger,1726,4
ZJE6U,Spirit Wear,Port & Company,Russell Athletic,Gildan,1023,4
ZJDZ8,Spirit Wear,Holloway,Augusta,Badger,3235,5
ZJDEQ,Baseball,Nike,District Made,Russell Athletic,3206,6
ZJCRH,Softball,Badger,Gildan,Sport-Tek,2305,5
ZJCNZ,Corporate,New Era,Bella + Canvas,In Play,3550,3
ZJBRU,Basketball,Badger,Gildan,Augusta,2373,3
ZJBKQ,Softball,Alleson,Augusta,Hanes,2400,6
ZJBE2,Spirit Wear,Under Armour,Comfort Colors,Outdoor Cap,1754,5
ZJBA2,Football,Gildan,Sport-Tek,Holloway,1987,8
ZJB8R,Cross Country,District Made,Sport-Tek,Augusta,1957,6
ZJB86,Hockey,Under Armour,Badger,Landaway,4292,5
ZJB6H,Soccer,Gildan,Holloway,Pacific Headwear,1976,7
ZJAT4,Lacrosse,Nike,Holloway,Pacific Headwear,3370,4
ZJARR,Field Hockey,Gildan,Holloway,Sport-Tek,2173,4
ZJAPA,Baseball,Under Armour,Sport-Tek,New Era,2835,5
ZJAP5,Basketball,Nike,Gildan,Augusta,2541,4
ZJAP2,Apparel,Augusta,Pennant Sportswear,Holloway,2400,5
ZJAHB,Apparel,Russell Athletic,Gildan,Badger,2440,3
ZJA9G,Softball,Port & Company,Badger,Sport-Tek,2350,4
ZJ9SV,Hockey,AJM,BIZ Collection,Gildan,1678,3
ZJ9S6,Golf,Sport-Tek,Holloway,Port Authority,2708,8
ZJ9KB,School,Gildan,C2 Sports,Screen Print,1435,5
ZJ9GD,Spirit Wear,Sport-Tek,New Era,Port Authority,2142,5
ZJ8YG,Water Polo,Bella + Canvas,Gildan,Holloway,2857,13
ZJ8XJ,Basketball,Nike,Alleson,Holloway,2756,4
ZJ8JD,Swimming,Sport-Tek,SOFFE,1Line,3906,6
ZJ8F7,Softball,Port & Company,Badger,Holloway,1740,3
ZJ7ZJ,Baseball,Broder Brothers,Bella + Canvas,Rawlings,2076,10
ZJ7SV,Baseball,Sport-Tek,Augusta,Port & Company,2061,10
ZJ7K3,Cross Country,Gildan,Holloway,Badger,2212,3
ZJ7ER,Other,Port & Company,Port Authority,District Made,1530,6
ZJ79T,Football,Under Armour,Port & Company,A4,3066,7
ZJ72V,Apparel,Pennant Sportswear,Pennant Sportswear,Bulldog,2269,4
ZJ6MF,Baseball,New Era,Under Armour,Under Armour,2657,4
ZJ6ER,Basketball,Sport-Tek,Prostock,Gildan,2560,4
ZJ6CX,Spirit Wear,Gildan,Bella + Canvas,Fruit of the Loom,1734,6
ZJ5US,Apparel,Gildan,Sport-Tek,Bella + Canvas,1682,4
ZJ5RG,Other,BIZ Collection,Stormtech,New Era,3563,12
ZJ5RD,Football,Under Armour,Bella + Canvas,Gildan,3483,8
ZJ5HX,Soccer,Under Armour,Holloway,Storm Creek,2072,4
ZJ56R,Baseball,Russell Athletic,Badger,Augusta,1479,4
ZJ4ZX,Other,Gildan,Badger,Augusta,1960,5
ZJ4XE,Spirit Wear,Badger,Gildan,Augusta,2124,9
ZJ4J4,Softball,Port & Company,Sport-Tek,New Era,2109,6
ZJ3ZA,Hockey,Pennant Sportswear,BAW,Under Armour,4312,4
ZJ3V6,Spirit Wear,Under Armour,Gildan,Badger,2943,3
ZJ3TS,Baseball,Under Armour,Johnny Macs,Russell Athletic,2030,9
ZJ3SK,Spirit Wear,Bella + Canvas,Badger,Comfort Colors,1430,12
ZJ3QJ,Softball,Tag,Under Armour,Twin City,1140,7
ZJ3EH,Baseball,Russell Athletic,Badger,Badger,1577,4
ZJ3DQ,Swimming,Gildan,Pacific Headwear,Dolfin,1401,4
ZJ3B8,Lacrosse,Badger,Under Armour,Port & Company,2144,6
ZJ39G,Other,Gildan,Team 365,Kahunaverse,2069,5
ZJ2J6,Football,Badger,Nike,ChamPro,1524,4
ZJ2CS,Gymnastics,Gildan,Sport-Tek,SOFFE,1448,5
ZJ2AW,Football,Gildan,A4,A4,2343,9
ZJ28F,Football,Gildan,Sport-Tek,New Era,1583,5
ZJ22R,Other,Holloway,Gildan,Augusta,3812,4
ZHZVP,Baseball,adidas,Twin City,Badger,2582,5
ZHZP2,Wrestling,Gildan,Sport-Tek,--,1804,8
ZHZJV,Cheer,Under Armour,Gildan,Holloway,2740,4
ZHZCF,Swimming,Gildan,Holloway,Augusta,1356,3
ZHY9S,Dance,District Made,Port & Company,Gildan,2290,4
ZHY9P,Soccer,Holloway,Gildan,Badger,2175,6
ZHXWU,Baseball,Nike,Sport-Tek,Easton,4283,3
ZHXWQ,Dance,Bella + Canvas,Boxercraft,ValuCap,1472,8
ZHXT2,Volleyball,Gildan,Savvy,Port Authority,2029,9
ZHXS4,Spirit Wear,Port & Company,Sport-Tek,Augusta,1619,7
ZHXQ3,Medical,Port Authority,Sport-Tek,Under Armour,2702,4
ZHXPR,Hockey,Under Armour,Badger,Fit2Win,3384,5
ZHXMZ,Football,Badger,C2 Sports,Sport-Tek,2187,5
ZHXJ5,Baseball,Gildan,Holloway,ChamPro,1991,6
ZHXC9,Corporate,Sport-Tek,Port & Company,Gildan,2940,6
ZHX82,Fundraiser,Quality First,Sport-Tek,Port & Company,1629,15
ZHX5G,Football,Badger,Gildan,Alleson,1680,14
ZHWQD,Baseball,Sport-Tek,Gildan,adidas,2437,3
ZHWNX,Hockey,Gildan,Port Authority,Sport-Tek,2212,4
ZHWKJ,Reunion,Sport-Tek,Gildan,Port & Company,1640,5
ZHWH8,Football,Gildan,Gildan,Holloway,1950,5
ZHWFG,Hockey,Bauer,Pukka,Gildan,3833,6
ZHVJE,Apparel,Sport-Tek,Team 365,Port Authority,3748,6
ZHVHA,Apparel,Pennant Sportswear,Gildan,New Era,2555,8
ZHV9W,Soccer,Under Armour,Hanes,High Five,1484,3
ZHV9C,Baseball,Russell Athletic,SOFFE,Port & Company,2107,9
ZHV5X,Baseball,Gildan,New Era,Badger,2209,5
ZHUVB,Basketball,Sport-Tek,Gildan,Comfort Colors,2874,14
ZHUVA,Other,Comfort Colors,Pennant Sportswear,BAW,1673,6
ZHUTH,Lacrosse,Gildan,adidas,Sportsman,2040,3
ZHUS5,Field Hockey,Under Armour,Pennant Sportswear,Gildan,3631,6
ZHTY5,Corporate,Port Authority,Tri-Mountain,Sport-Tek,4203,5
ZHTTG,Baseball,Easton,Twin City,Dynamic,837,4
ZHTTD,Golf,Holloway,Under Armour,Pacific Headwear,2476,6
ZHTMN,Hockey,Gildan,Port Authority,Pacific Headwear,1892,4
ZHTHZ,Spirit Wear,Port & Company,Sport-Tek,Port Authority,1256,3
ZHTDS,Other,District Made,ValuCap,ValuCap,1974,4
ZHTB7,Staff,Sport-Tek,Under Armour,Port & Company,2493,3
ZHTB5,Other,Sport-Tek,Boxercraft,Gildan,2106,7
ZHT8J,Wrestling,Under Armour,Port & Company,Russell Athletic,2045,5
ZHT83,Soccer,Holloway,New Era,Sport-Tek,3574,8
ZHT2H,Baseball,Russell Athletic,Badger,Rawlings,2489,8
ZHSE6,Football,Russell Athletic,Nike,Stadium Chair Co.,2333,8
ZHS98,Apparel,Russell Athletic,High Five,Sportsman,2006,6
ZHS76,Baseball,Holloway,Under Armour,Gildan,2239,11
ZHS6J,Band Music & Choir,Gildan,Sportsman,Holloway,1864,5
ZHRSZ,Tennis,Gildan,Nike,Under Armour,2834,5
ZHRHW,Baseball,Gildan,All in Stitches,Badger,1833,8
ZHRF6,Apparel,Gildan,Holloway,District Made,2140,6
ZHRF2,Gymnastics,Gildan,Badger,Sport-Tek,1889,6
ZHRCM,Other,Gildan,Badger,Outdoor Cap,2071,5
ZHR6Y,Baseball,Under Armour,Rawlings,Port & Company,2047,7
ZHQTR,Bowling,Gildan,Holloway,Under Armour,1818,4
ZHQRU,Dance,Sport-Tek,Augusta,Ogio,2602,12
ZHQJE,Softball,Sport-Tek,Sport-Tek,Badger,2188,8
ZHQFF,Other,Port & Company,Gildan,Occunomix,2954,5
ZHPSP,Softball,Under Armour,Sport-Tek,adidas,2196,5
ZHPDD,Basketball,Holloway,Sport-Tek,Gildan,3366,6
ZHPBS,Volleyball,Gildan,Sport-Tek,A4,2584,5
ZHNFC,Athletic Training,Nike,Holloway,Nke,3671,3
ZHNDQ,PE,Sport-Tek,Gildan,Augusta,2079,3
ZHN8J,Other,Gildan,Red Kap,Sport-Tek,962,4
ZHN3S,Swimming,Gildan,Holloway,Badger,2612,5
ZHMX9,Spirit Wear,Holloway,Badger,Russell Athletic,2708,13
ZHMJH,Basketball,High Five,A4,Hanes,1858,5
ZHKZ7,Softball,A4,Twin City,Alleson,1311,5
ZHKYJ,Softball,Gildan,New Era,BAW,1383,4
ZHKGQ,Baseball,Easton,Twin City,Adams,1708,3
ZHKC6,Softball,Twin City,Russell Athletic,Under Armour,1926,9
ZHKC2,Soccer,Augusta,High Five,Twin City,1019,3
